TIME;VAL_1;VAL_2;VAL_3
05/03/2012 13:30;381;810;191
05/03/2012 13:45;383;809;192
05/03/2012 14:00;385;808;193
05/03/2012 14:15;387;807;194
05/03/2012 14:30;389;806;195
05/03/2012 14:45;391;805;196
05/03/2012 15:00;393;804;197
05/03/2012 15:15;395;803;198
05/03/2012 15:30;397;802;199
05/03/2012 15:45;399;801;200
05/03/2012 16:00;401;800;201
05/03/2012 16:15;403;799;202
05/03/2012 16:30;405;798;203
05/03/2012 16:45;407;797;204
05/03/2012 17:00;409;796;205
05/03/2012 17:15;411;795;206
05/03/2012 17:30;413;794;207
05/03/2012 17:45;415;793;208
05/03/2012 18:00;417;792;209
05/03/2012 18:15;419;791;210
05/03/2012 18:30;421;790;211
05/03/2012 18:45;423;789;212
05/03/2012 19:00;425;788;213
05/03/2012 19:15;427;787;214
05/03/2012 19:30;429;786;215
05/03/2012 19:45;431;785;216
05/03/2012 20:00;433;784;217
05/03/2012 20:15;435;783;218
05/03/2012 20:30;437;782;219
05/03/2012 20:45;439;781;220
05/03/2012 21:00;441;780;221
05/03/2012 21:15;443;779;222
05/03/2012 21:30;445;778;223
05/03/2012 21:45;447;777;224
05/03/2012 22:00;449;776;225
05/03/2012 22:15;451;775;226
05/03/2012 22:30;453;774;227
05/03/2012 22:45;455;773;228
05/03/2012 23:00;457;772;229
05/03/2012 23:15;459;771;230
05/03/2012 23:30;461;770;231
05/03/2012 23:45;463;769;232
06/03/2012 00:00;465;768;233
06/03/2012 00:15;467;767;234
06/03/2012 00:30;469;766;235
06/03/2012 00:45;471;765;236
06/03/2012 01:00;473;764;237
06/03/2012 01:15;475;763;238
06/03/2012 01:30;477;762;239
06/03/2012 01:45;479;761;240
06/03/2012 02:00;481;760;241
06/03/2012 02:15;483;759;242
06/03/2012 02:30;485;758;243
06/03/2012 02:45;487;757;244
06/03/2012 03:00;489;756;245
06/03/2012 03:15;491;755;246
06/03/2012 03:30;493;754;247
06/03/2012 03:45;495;753;248
06/03/2012 04:00;497;752;249
06/03/2012 04:15;499;751;250
